market,long profit,short profit,long wins,short wins,long losses,short losses,long uptrend size,long downtrend size,short uptrend size,short downtrend size,risk ratio tp,risk ratio sl,timeframe,long winrate,short winrate,method,date start,date end
BTCUSDT,-31.074488830005674,102.99217961452709,5,1,5,9,80.0,20.0,0.0,100.0,5.0,3.0,1d,50.0,10.0,5,5 May 2013,17 June 2021
BTCUSDT,-141.14608250741378,158.704482274327,236,215,1437,1416,82.20338983050848,17.796610169491526,22.790697674418606,77.20930232558139,5.5,1.0,15m,14.106395696353854,13.182096873083998,5,5 May 2013,17 June 2021
BTCUSDT,92.32539479482587,6.162839365655655,72,64,324,331,87.5,12.5,15.625,84.375,5.5,1.0,1h,18.181818181818183,16.20253164556962,5,5 May 2013,17 June 2021
BTCUSDT,177.83651242655282,7.758407314977649,22,14,69,73,77.27272727272727,22.727272727272727,21.428571428571427,78.57142857142857,5.5,1.0,4h,24.175824175824175,16.091954022988507,5,5 May 2013,17 June 2021
BTCUSDT,35.98038994321764,68.61248684663244,4,1,11,14,100.0,0.0,100.0,0.0,5.5,1.0,1d,26.666666666666668,6.666666666666667,5,5 May 2013,17 June 2021
BTCUSDT,-179.12161219544802,117.78989164700796,258,241,1048,1019,81.3953488372093,18.6046511627907,24.066390041493776,75.93360995850622,5.5,1.5,15m,19.754977029096477,19.126984126984127,5,5 May 2013,17 June 2021
BTCUSDT,10.390897528367192,-22.86209551225486,71,70,255,237,87.32394366197182,12.676056338028168,18.571428571428573,81.42857142857143,5.5,1.5,1h,21.779141104294478,22.80130293159609,5,5 May 2013,17 June 2021
BTCUSDT,200.06539912836527,-45.09859859775299,25,17,55,50,76.0,24.0,17.647058823529413,82.35294117647058,5.5,1.5,4h,31.25,25.37313432835821,5,5 May 2013,17 June 2021
BTCUSDT,68.32862751109994,22.262287601281216,4,2,6,9,100.0,0.0,0.0,100.0,5.5,1.5,1d,40.0,18.181818181818183,5,5 May 2013,17 June 2021
BTCUSDT,-150.55618021660356,45.74447679370454,272,257,778,723,80.51470588235294,19.485294117647058,20.233463035019454,79.76653696498055,5.5,2.0,15m,25.9047619047619,26.224489795918366,5,5 May 2013,17 June 2021
BTCUSDT,10.338403673470738,-41.46790704155841,72,72,186,171,88.88888888888889,11.11111111111111,22.22222222222222,77.77777777777779,5.5,2.0,1h,27.906976744186046,29.629629629629626,5,5 May 2013,17 June 2021
BTCUSDT,226.24064134658084,-6.332109033251179,27,17,36,46,74.07407407407408,25.925925925925924,23.52941176470588,76.47058823529412,5.5,2.0,4h,42.857142857142854,26.984126984126984,5,5 May 2013,17 June 2021
BTCUSDT,28.250667928036293,47.64459750560272,4,2,6,9,100.0,0.0,0.0,100.0,5.5,2.0,1d,40.0,18.181818181818183,5,5 May 2013,17 June 2021
BTCUSDT,-82.79319504781253,32.142979464264684,272,255,590,565,76.47058823529412,23.52941176470588,20.0,80.0,5.5,2.5,15m,31.554524361948953,31.097560975609756,5,5 May 2013,17 June 2021
BTCUSDT,8.728847071618471,1.241659102795472,74,68,141,146,90.54054054054053,9.45945945945946,20.588235294117645,79.41176470588235,5.5,2.5,1h,34.418604651162795,31.775700934579437,5,5 May 2013,17 June 2021
BTCUSDT,247.45884329950044,-17.92657237710376,28,17,30,40,75.0,25.0,23.52941176470588,76.47058823529412,5.5,2.5,4h,48.275862068965516,29.82456140350877,5,5 May 2013,17 June 2021
BTCUSDT,-19.869329574546576,52.947072690293695,4,2,6,8,100.0,0.0,0.0,100.0,5.5,2.5,1d,40.0,20.0,5,5 May 2013,17 June 2021
BTCUSDT,-15.370951872394714,51.69173024713588,267,248,462,463,78.65168539325843,21.34831460674157,22.983870967741936,77.01612903225806,5.5,3.0,15m,36.62551440329218,34.88045007032349,5,5 May 2013,17 June 2021
BTCUSDT,70.90153271942533,39.11965369090457,77,66,111,126,85.71428571428571,14.285714285714285,19.696969696969695,80.3030303030303,5.5,3.0,1h,40.95744680851064,34.375,5,5 May 2013,17 June 2021
BTCUSDT,226.35580584425927,-9.223294177297824,28,14,25,30,75.0,25.0,21.428571428571427,78.57142857142857,5.5,3.0,4h,52.83018867924528,31.818181818181817,5,5 May 2013,17 June 2021
BTCUSDT,-33.06043463790475,56.98608441391441,4,2,4,7,100.0,0.0,0.0,100.0,5.5,3.0,1d,50.0,22.22222222222222,5,5 May 2013,17 June 2021
BTCUSDT,-115.5405815567348,172.51961145609624,222,191,1404,1400,81.98198198198197,18.01801801801802,24.083769633507853,75.91623036649214,6.0,1.0,15m,13.653136531365314,12.005028284098051,5,5 May 2013,17 June 2021
BTCUSDT,111.92097646720876,9.158141924963482,67,55,327,323,88.05970149253731,11.940298507462686,14.545454545454545,85.45454545454545,6.0,1.0,1h,17.00507614213198,14.550264550264549,5,5 May 2013,17 June 2021
BTCUSDT,139.56854326191825,64.104624231128,18,10,68,75,83.33333333333334,16.666666666666664,20.0,80.0,6.0,1.0,4h,20.930232558139537,11.76470588235294,5,5 May 2013,17 June 2021
BTCUSDT,14.202374483172385,66.73424985850731,3,1,11,14,100.0,0.0,100.0,0.0,6.0,1.0,1d,21.428571428571427,6.666666666666667,5,5 May 2013,17 June 2021
BTCUSDT,-154.95231491744792,127.169523120593,238,216,1016,1006,81.09243697478992,18.907563025210084,24.537037037037038,75.46296296296296,6.0,1.5,15m,18.9792663476874,17.6759410801964,5,5 May 2013,17 June 2021
BTCUSDT,57.10566499751563,-20.569013216161537,67,61,246,227,88.05970149253731,11.940298507462686,19.672131147540984,80.32786885245902,6.0,1.5,1h,21.405750798722046,21.180555555555554,5,5 May 2013,17 June 2021
BTCUSDT,176.81420151156095,-1.3127105880546424,21,14,54,48,80.95238095238095,19.047619047619047,14.285714285714285,85.71428571428571,6.0,1.5,4h,28.000000000000004,22.58064516129032,5,5 May 2013,17 June 2021
BTCUSDT,83.00439796722313,16.321580961846685,4,2,6,9,100.0,0.0,0.0,100.0,6.0,1.5,1d,40.0,18.181818181818183,5,5 May 2013,17 June 2021
BTCUSDT,-139.99217502354904,62.736912586156464,240,227,743,713,79.58333333333333,20.416666666666668,20.26431718061674,79.73568281938326,6.0,2.0,15m,24.41505595116989,24.148936170212764,5,5 May 2013,17 June 2021
BTCUSDT,36.49549544898949,-30.673931928389802,66,61,176,160,86.36363636363636,13.636363636363635,24.59016393442623,75.40983606557377,6.0,2.0,1h,27.27272727272727,27.601809954751133,5,5 May 2013,17 June 2021
BTCUSDT,186.51056922519035,-3.543026226681633,23,16,39,45,73.91304347826086,26.08695652173913,18.75,81.25,6.0,2.0,4h,37.096774193548384,26.229508196721312,5,5 May 2013,17 June 2021
BTCUSDT,42.92643838415949,41.70389086616818,4,2,6,9,100.0,0.0,0.0,100.0,6.0,2.0,1d,40.0,18.181818181818183,5,5 May 2013,17 June 2021
BTCUSDT,-76.21624697235202,62.276673239114075,237,220,569,550,75.52742616033755,24.47257383966245,18.636363636363637,81.36363636363636,6.0,2.5,15m,29.404466501240694,28.57142857142857,5,5 May 2013,17 June 2021
BTCUSDT,19.628413172554737,-37.680604737730334,69,61,138,134,89.85507246376811,10.144927536231885,21.311475409836063,78.68852459016394,6.0,2.5,1h,33.33333333333333,31.28205128205128,5,5 May 2013,17 June 2021
BTCUSDT,223.05728642509467,-17.372284193210245,25,16,31,39,76.0,24.0,18.75,81.25,6.0,2.5,4h,44.642857142857146,29.09090909090909,5,5 May 2013,17 June 2021
BTCUSDT,-5.19355911842338,47.00636605085917,4,2,6,8,100.0,0.0,0.0,100.0,6.0,2.5,1d,40.0,20.0,5,5 May 2013,17 June 2021
BTCUSDT,13.130734734240189,32.41560732338874,237,219,435,440,78.05907172995781,21.940928270042196,20.54794520547945,79.45205479452055,6.0,3.0,15m,35.267857142857146,33.23216995447648,5,5 May 2013,17 June 2021
BTCUSDT,71.78780600011432,-0.7420334304109337,71,58,113,114,84.50704225352112,15.492957746478872,20.689655172413794,79.3103448275862,6.0,3.0,1h,38.58695652173913,33.72093023255814,5,5 May 2013,17 June 2021
BTCUSDT,141.64300501640645,23.974518385813948,22,8,23,23,81.81818181818183,18.181818181818183,12.5,87.5,6.0,3.0,4h,48.888888888888886,25.806451612903224,5,5 May 2013,17 June 2021
BTCUSDT,-19.15071788007666,30.493305797331924,4,2,4,6,100.0,0.0,0.0,100.0,6.0,3.0,1d,50.0,25.0,5,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,1.5,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,1.5,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,1.5,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,1.5,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,2.0,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.0,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.0,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.6689404737943467,0,0,0,1,0,0,0,0,0,2.0,1.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.0,1.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.0,1.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.0,1.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,2.5,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.5,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.5,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.5,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.6689404737943467,0,0,0,1,0,0,0,0,0,2.5,1.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.5,1.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.5,1.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.5,1.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.8939219052962804,0,0,0,1,0,0,0,0,0,2.5,2.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.5,2.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.5,2.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,2.5,2.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,3.0,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.6689404737943467,0,0,0,1,0,0,0,0,0,3.0,1.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,1.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,1.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,1.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.8939219052962804,0,0,0,1,0,0,0,0,0,3.0,2.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,2.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.119915224872337,0,0,0,1,0,0,0,0,0,3.0,2.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,2.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,2.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.0,2.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,3.5,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.6689404737943467,0,0,0,1,0,0,0,0,0,3.5,1.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,1.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,1.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,1.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.8939219052962804,0,0,0,1,0,0,0,0,0,3.5,2.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,2.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,2.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,2.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.119915224872337,0,0,0,1,0,0,0,0,0,3.5,2.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,2.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,2.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,2.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.3469272745889793,0,0,0,1,0,0,0,0,0,3.5,3.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,3.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,3.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,3.5,3.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,4.0,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.6689404737943467,0,0,0,1,0,0,0,0,0,4.0,1.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,1.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,1.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,1.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.8939219052962804,0,0,0,1,0,0,0,0,0,4.0,2.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,2.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,2.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,2.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.119915224872337,0,0,0,1,0,0,0,0,0,4.0,2.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,2.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,2.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,2.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.3469272745889793,0,0,0,1,0,0,0,0,0,4.0,3.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,3.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.0,3.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,4.5,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.6689404737943467,0,0,0,1,0,0,0,0,0,4.5,1.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,1.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,1.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,1.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.8939219052962804,0,0,0,1,0,0,0,0,0,4.5,2.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,2.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,2.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,2.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.119915224872337,0,0,0,1,0,0,0,0,0,4.5,2.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,2.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,2.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.3469272745889793,0,0,0,1,0,0,0,0,0,4.5,3.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,3.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,3.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,4.5,3.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,5.0,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.6689404737943467,0,0,0,1,0,0,0,0,0,5.0,1.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,1.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,1.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,1.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.8939219052962804,0,0,0,1,0,0,0,0,0,5.0,2.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,2.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,2.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,2.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.119915224872337,0,0,0,1,0,0,0,0,0,5.0,2.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,2.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,2.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,2.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.3469272745889793,0,0,0,1,0,0,0,0,0,5.0,3.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,3.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,3.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.0,3.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,5.5,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.6689404737943467,0,0,0,1,0,0,0,0,0,5.5,1.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,1.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,1.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,1.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.8939219052962804,0,0,0,1,0,0,0,0,0,5.5,2.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,2.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,2.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,2.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.119915224872337,0,0,0,1,0,0,0,0,0,5.5,2.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,2.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,2.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,2.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.3469272745889793,0,0,0,1,0,0,0,0,0,5.5,3.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,3.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,3.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,5.5,3.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.4449641494340306,0,0,0,1,0,0,0,0,0,6.0,1.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,1.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,1.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,1.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.6689404737943467,0,0,0,1,0,0,0,0,0,6.0,1.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,1.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,1.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,1.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-0.8939219052962804,0,0,0,1,0,0,0,0,0,6.0,2.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,2.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,2.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,2.0,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.119915224872337,0,0,0,1,0,0,0,0,0,6.0,2.5,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,2.5,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,2.5,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,2.5,1d,0,0,6,5 May 2013,17 June 2021
BTCUSDT,-1.3469272745889793,0,0,0,1,0,0,0,0,0,6.0,3.0,15m,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,3.0,1h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,3.0,4h,0,0,6,5 May 2013,17 June 2021
BTCUSDT,0,0,0,0,0,0,0,0,0,0,6.0,3.0,1d,0,0,6,5 May 2013,17 June 2021
